,Gender,Age,Left ear/Right ear,Days from onset to treatment(absolute),days from onset to treatment (categorized),Vertigo,Ear blockage,Tinnitus,Hypertension,Diabetes,Tinnitus history,Hearing loss history,White blood cells,Hemoglobin,Platelet,Fibrinogen,Cholesterol,Height,Weight,BMI,Mean hearing threshold (affected side),WHO classify (affected side),Curve type (affected side),Mean hearing threshold (contralateral),WHO classify (contralateral),Curve type (contralateral),loudness recruitment(affected side),ABR,DPOAE response,target
0,0.0087138279908578,0.07390920067670036,0.007590073158833761,0.09468749892138084,0.05162525174440361,0.007797492159932957,0.010013313933446745,0.007372971422333391,0.006156454227255503,0.0049915970223716275,0.0039042714687833654,0.007356856056781589,0.0617127772285309,0.05045166444394799,0.05981613923259552,0.06384439336116958,0.05940104663247935,0.05047170116777639,0.054886804970497964,0.06589776890918399,0.06937070083957053,0.020266484127048134,0.028000257903714635,0.05731429071657743,0.011043093078164208,0.009772133621658345,0.0076151842438861505,0.014830155754262686,0.031186594985854632,minor
1,0.00845916095618527,0.0711223922439758,0.009105466624857526,0.09476030215631089,0.05714754589055276,0.007346764817729651,0.008407121784200049,0.005692214177024263,0.0061122103718162,0.007146425340101952,0.0028926726401246544,0.007480497296673936,0.06832416193455446,0.05303374342974153,0.06540441478564415,0.0717215880503072,0.06531158992609533,0.050029767464803594,0.05622230730480943,0.07673728111686334,0.05586670161446227,0.015111902192990632,0.02063418905113786,0.05561258499412711,0.011307650580729736,0.0109686237313408,0.00888710014476087,0.009449526322209498,0.019704093055869336,minor
2,0.007320903072825444,0.08399930914122998,0.010829584074132656,0.10369581892653429,0.05408526565223193,0.008733340497730847,0.008292193997230775,0.0052661998204913815,0.00635317093441463,0.004976878113690606,0.003142394403937072,0.006956015167451706,0.060715203584600676,0.05369386765120125,0.07443050408284431,0.06464239053697345,0.060484266945171755,0.049794586210796174,0.053534192162255224,0.05787249236789438,0.05045484633432996,0.015964929954726176,0.02159447388146793,0.06318830282629195,0.013769604755162802,0.010935254782069005,0.010308462112354866,0.008687740444982979,0.026277807564975896,minor
3,0.0075638608552752494,0.08064244546860401,0.008601077789605819,0.09180435975569765,0.043381370730951295,0.01331532005115338,0.009608459633280267,0.005790299901137721,0.008233910077820114,0.007467353544419267,0.004180888309624444,0.007184105584162101,0.057623643143363594,0.0510390060945719,0.06107372292247196,0.0698942398983383,0.06409690679241313,0.04643202084692982,0.06035288662682208,0.07155515891980775,0.06667262475637105,0.01572164046491505,0.017103709800715575,0.0605850207869836,0.014987702390785422,0.010136117013359074,0.01030234499083092,0.013530981449947637,0.02111882139964187,minor
4,0.008086110235152245,0.07531006035974483,0.009002875677134918,0.09416864508264271,0.03865849599993721,0.00817610418670017,0.010207786473690856,0.006584526922826956,0.006935251887949664,0.005257990176381049,0.002164859546583207,0.006925447893153835,0.06779431097820765,0.05490593527282142,0.06280754264431136,0.05822130703445953,0.06867479902113825,0.057756939458849944,0.05943474734057316,0.0656561104634079,0.0696910483845124,0.017383342787873575,0.020610638696856066,0.054519253644690846,0.010950825884938157,0.010588445771940543,0.009583424936830114,0.011664490667342679,0.02827868256934876,minor
5,0.00864615000363054,0.07743285278103731,0.00918393950684892,0.10827219089806848,0.05997355213811682,0.010386006446218145,0.00931019143966522,0.004635934937504417,0.006419741533221766,0.005363260287360806,0.001736108628274213,0.006641236803905318,0.05425055138023295,0.05094167959212886,0.07692628206583,0.05507754106724568,0.05977484100140533,0.052653651447106695,0.0544950779987532,0.06617064783926051,0.05688797679609769,0.018938966093864803,0.021486062747657405,0.05997294515388297,0.011851503001168944,0.01043412185683243,0.009964116311592162,0.013321744713829096,0.018851125529259324,minor
6,0.007024990748116825,0.09129571917237624,0.009385662372027662,0.09789630999187526,0.05596076601298037,0.008417937821104372,0.008367528542971656,0.00532712518205495,0.006709229567192529,0.005443506248199724,0.0028786253304350163,0.012535806439557155,0.05336801065848177,0.05073286735869077,0.06384753274105016,0.060922045006187954,0.06590482445660237,0.04770582932392727,0.056336249306639635,0.0698940170128773,0.058019863445396044,0.015168515474561084,0.01863511194027753,0.061927355428323366,0.010783930109997288,0.010052836870387986,0.01019496991663121,0.015863329664956002,0.019399503856120826,minor
7,0.006596095925639057,0.08312618837331849,0.009382232779603247,0.09680367180756941,0.05770525199626232,0.008748318171256283,0.00991250180202565,0.006593757298649576,0.006336662076869714,0.006361286328334687,0.0031397952878634396,0.007205944523644735,0.06041750817131506,0.05268849452100976,0.05918026189313413,0.057883262005453594,0.059419958991343794,0.049987606142799165,0.06441929197210723,0.0640829989464699,0.05672886189166389,0.01538034313094914,0.02075988938727575,0.06427679307230169,0.017122376788241214,0.013300477624810451,0.00860899683495786,0.010908168738358072,0.022923003516772494,minor
8,0.007882532223751963,0.08132595827817972,0.0080396371006994,0.1048268815048997,0.06014038361570005,0.009837480081193005,0.009841951711996082,0.004912926494984062,0.004770984714526129,0.005137395665424974,0.003995453290187225,0.010159784933218013,0.05688387004744269,0.0589854750910005,0.053432165467301306,0.060217281322848815,0.060181677051397986,0.054166685084618846,0.059870401428183104,0.06202078348145596,0.05864580452462179,0.016754345057000124,0.023245527840083224,0.056032681847016895,0.010284327497374634,0.010090824441736458,0.008071318544780272,0.011768613211651166,0.028476848446725947,minor
9,0.007233526855539023,0.08355888176424142,0.008773879880572929,0.08286186899033757,0.04173399219871913,0.00918172358711957,0.007785135877739934,0.007221050441924668,0.0071954794052759225,0.006183638599208094,0.003660175902436195,0.006605900385841211,0.05849807807432627,0.05485051217863799,0.060920366998958336,0.06689031063505037,0.06840724450151053,0.052923368255655974,0.06008128124320952,0.06411358856387624,0.061070744367549896,0.01730610378779575,0.021969063475940156,0.06862659050828666,0.014489034839547438,0.012680654300790701,0.011532161191739516,0.01239981240588066,0.02124583078228831,minor
