,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier,SVC,OrderedModel
0,0.8111111111111111,0.8444444444444444,0.8388888888888889,0.8444444444444444,0.6,0.8111111111111111
1,0.8277777777777777,0.8277777777777777,0.8111111111111111,0.8444444444444444,0.37777777777777777,0.8222222222222222
2,0.7833333333333333,0.8388888888888889,0.8277777777777777,0.8444444444444444,0.6833333333333333,0.8166666666666667
3,0.8166666666666667,0.8222222222222222,0.8444444444444444,0.8388888888888889,0.49444444444444446,0.8055555555555556
4,0.8222222222222222,0.85,0.8444444444444444,0.8277777777777777,0.6388888888888888,0.7888888888888889
5,0.7666666666666667,0.7888888888888889,0.8388888888888889,0.8333333333333334,0.7166666666666667,0.8388888888888889
6,0.8,0.8111111111111111,0.85,0.8555555555555555,0.4777777777777778,0.8055555555555556
7,0.8166666666666667,0.85,0.8222222222222222,0.8277777777777777,0.6944444444444444,0.7944444444444444
8,0.7888888888888889,0.8055555555555556,0.8277777777777777,0.8333333333333334,0.7166666666666667,0.7888888888888889
9,0.8166666666666667,0.8444444444444444,0.8444444444444444,0.85,0.7333333333333333,0.8111111111111111
10,0.8444444444444444,0.8555555555555555,0.8666666666666667,0.8666666666666667,0.65,0.8333333333333334
11,0.7888888888888889,0.85,0.8166666666666667,0.8222222222222222,0.6888888888888889,0.8333333333333334
12,0.8222222222222222,0.8611111111111112,0.85,0.8833333333333333,0.6611111111111111,0.7944444444444444
13,0.8111111111111111,0.8055555555555556,0.8166666666666667,0.8222222222222222,0.7277777777777777,0.8277777777777777
14,0.7722222222222223,0.8222222222222222,0.8,0.8,0.7388888888888889,0.8222222222222222
15,0.8222222222222222,0.8,0.8277777777777777,0.8222222222222222,0.34444444444444444,0.8
16,0.8277777777777777,0.8444444444444444,0.8277777777777777,0.8444444444444444,0.45555555555555555,0.7944444444444444
17,0.8611111111111112,0.8555555555555555,0.8555555555555555,0.8333333333333334,0.7055555555555556,0.8055555555555556
18,0.7944444444444444,0.8166666666666667,0.8222222222222222,0.8388888888888889,0.7222222222222222,0.8111111111111111
19,0.8222222222222222,0.85,0.8611111111111112,0.8666666666666667,0.5777777777777777,0.8388888888888889
20,0.8277777777777777,0.8444444444444444,0.8388888888888889,0.8333333333333334,0.5388888888888889,0.8222222222222222
21,0.8611111111111112,0.85,0.8444444444444444,0.8611111111111112,0.5888888888888889,0.8055555555555556
22,0.8,0.8111111111111111,0.8,0.8055555555555556,0.5944444444444444,0.8055555555555556
23,0.8111111111111111,0.8388888888888889,0.8277777777777777,0.8444444444444444,0.7166666666666667,0.8277777777777777
24,0.8166666666666667,0.8222222222222222,0.8722222222222222,0.8666666666666667,0.55,0.8111111111111111
25,0.7888888888888889,0.8111111111111111,0.8111111111111111,0.8277777777777777,0.5444444444444444,0.8166666666666667
26,0.8111111111111111,0.8111111111111111,0.8444444444444444,0.8666666666666667,0.6944444444444444,0.7777777777777778
27,0.8166666666666667,0.8222222222222222,0.8166666666666667,0.8222222222222222,0.5,0.8166666666666667
28,0.8222222222222222,0.8333333333333334,0.8055555555555556,0.8222222222222222,0.6333333333333333,0.7888888888888889
29,0.8277777777777777,0.8166666666666667,0.8388888888888889,0.8444444444444444,0.7,0.8166666666666667
30,0.7666666666666667,0.7777777777777778,0.7888888888888889,0.8,0.7111111111111111,0.7666666666666667
31,0.7833333333333333,0.7888888888888889,0.8055555555555556,0.7944444444444444,0.5555555555555556,0.7722222222222223
32,0.8277777777777777,0.8111111111111111,0.8166666666666667,0.8111111111111111,0.6944444444444444,0.8055555555555556
33,0.8055555555555556,0.8222222222222222,0.8444444444444444,0.85,0.5333333333333333,0.8111111111111111
34,0.8444444444444444,0.8166666666666667,0.7944444444444444,0.8333333333333334,0.6166666666666667,0.7888888888888889
35,0.85,0.8666666666666667,0.8611111111111112,0.8777777777777778,0.6222222222222222,0.7944444444444444
36,0.7388888888888889,0.7777777777777778,0.8,0.8111111111111111,0.6888888888888889,0.8055555555555556
37,0.8388888888888889,0.8166666666666667,0.8222222222222222,0.8444444444444444,0.6333333333333333,0.7722222222222223
38,0.7944444444444444,0.8111111111111111,0.8111111111111111,0.8388888888888889,0.7611111111111111,0.8055555555555556
39,0.8388888888888889,0.8444444444444444,0.8555555555555555,0.8444444444444444,0.7277777777777777,0.8222222222222222
40,0.8166666666666667,0.8222222222222222,0.8222222222222222,0.85,0.4444444444444444,0.8111111111111111
41,0.7944444444444444,0.8,0.8277777777777777,0.85,0.4777777777777778,0.8222222222222222
42,0.8166666666666667,0.8722222222222222,0.8555555555555555,0.85,0.7722222222222223,0.8611111111111112
43,0.7833333333333333,0.7944444444444444,0.8388888888888889,0.8333333333333334,0.7444444444444445,0.8166666666666667
44,0.7944444444444444,0.7722222222222223,0.7611111111111111,0.7944444444444444,0.6722222222222223,0.8055555555555556
45,0.8111111111111111,0.7777777777777778,0.8166666666666667,0.85,0.6,0.8
46,0.8111111111111111,0.8222222222222222,0.8611111111111112,0.85,0.6722222222222223,0.8166666666666667
47,0.8333333333333334,0.8388888888888889,0.8166666666666667,0.8444444444444444,0.5833333333333334,0.8166666666666667
48,0.7944444444444444,0.8277777777777777,0.8222222222222222,0.8277777777777777,0.6166666666666667,0.8
49,0.7777777777777778,0.8555555555555555,0.8333333333333334,0.8444444444444444,0.5333333333333333,0.7944444444444444
