,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier,SVC,OrderedModel
0,0.5166666666666667,0.5777777777777777,0.6055555555555555,0.5888888888888889,0.5444444444444444,0.5
1,0.4777777777777778,0.5555555555555556,0.6222222222222222,0.5833333333333334,0.39444444444444443,0.5111111111111111
2,0.46111111111111114,0.5722222222222222,0.5777777777777777,0.5611111111111111,0.4222222222222222,0.5055555555555555
3,0.5055555555555555,0.5888888888888889,0.6166666666666667,0.5722222222222222,0.40555555555555556,0.4888888888888889
4,0.5333333333333333,0.5777777777777777,0.6388888888888888,0.6388888888888888,0.4388888888888889,0.5055555555555555
5,0.55,0.5722222222222222,0.5777777777777777,0.5722222222222222,0.42777777777777776,0.49444444444444446
6,0.46111111111111114,0.55,0.5777777777777777,0.5777777777777777,0.46111111111111114,0.49444444444444446
7,0.45555555555555555,0.5611111111111111,0.55,0.5666666666666667,0.4444444444444444,0.49444444444444446
8,0.4444444444444444,0.55,0.6111111111111112,0.6055555555555555,0.37777777777777777,0.5055555555555555
9,0.46111111111111114,0.5611111111111111,0.5777777777777777,0.5944444444444444,0.46111111111111114,0.5055555555555555
10,0.45,0.5611111111111111,0.6277777777777778,0.6111111111111112,0.38333333333333336,0.5055555555555555
11,0.4888888888888889,0.5666666666666667,0.5833333333333334,0.6,0.4666666666666667,0.49444444444444446
12,0.5611111111111111,0.6111111111111112,0.6111111111111112,0.6166666666666667,0.32222222222222224,0.5111111111111111
13,0.4888888888888889,0.5444444444444444,0.5722222222222222,0.5722222222222222,0.4388888888888889,0.4888888888888889
14,0.4777777777777778,0.65,0.6388888888888888,0.6166666666666667,0.45,0.5055555555555555
15,0.4111111111111111,0.5444444444444444,0.5722222222222222,0.6055555555555555,0.46111111111111114,0.5
16,0.45555555555555555,0.5833333333333334,0.5277777777777778,0.5777777777777777,0.4111111111111111,0.49444444444444446
17,0.4,0.5388888888888889,0.5833333333333334,0.55,0.42777777777777776,0.4888888888888889
18,0.43333333333333335,0.5444444444444444,0.5444444444444444,0.5722222222222222,0.5222222222222223,0.4888888888888889
19,0.5166666666666667,0.5555555555555556,0.5611111111111111,0.5666666666666667,0.3611111111111111,0.5055555555555555
20,0.5111111111111111,0.5444444444444444,0.5722222222222222,0.6166666666666667,0.46111111111111114,0.5111111111111111
21,0.5222222222222223,0.5833333333333334,0.6222222222222222,0.5888888888888889,0.36666666666666664,0.5055555555555555
22,0.5,0.5555555555555556,0.5944444444444444,0.5833333333333334,0.43333333333333335,0.5111111111111111
23,0.45555555555555555,0.5388888888888889,0.5555555555555556,0.6111111111111112,0.4888888888888889,0.5111111111111111
24,0.5277777777777778,0.5777777777777777,0.6388888888888888,0.6055555555555555,0.4444444444444444,0.5055555555555555
25,0.5277777777777778,0.55,0.55,0.5222222222222223,0.5,0.4888888888888889
26,0.4888888888888889,0.5722222222222222,0.6,0.5666666666666667,0.38333333333333336,0.48333333333333334
27,0.48333333333333334,0.5888888888888889,0.55,0.5777777777777777,0.3,0.49444444444444446
28,0.5055555555555555,0.5611111111111111,0.5833333333333334,0.5722222222222222,0.3277777777777778,0.5
29,0.49444444444444446,0.55,0.5722222222222222,0.5777777777777777,0.4666666666666667,0.5055555555555555
30,0.5833333333333334,0.6111111111111112,0.5666666666666667,0.5388888888888889,0.40555555555555556,0.5111111111111111
31,0.48333333333333334,0.5722222222222222,0.6055555555555555,0.6222222222222222,0.38333333333333336,0.5111111111111111
32,0.4888888888888889,0.5555555555555556,0.6,0.5944444444444444,0.40555555555555556,0.48333333333333334
33,0.5055555555555555,0.5666666666666667,0.6166666666666667,0.6222222222222222,0.29444444444444445,0.5
34,0.4722222222222222,0.6166666666666667,0.6277777777777778,0.6333333333333333,0.35555555555555557,0.4888888888888889
35,0.45,0.5888888888888889,0.6222222222222222,0.5777777777777777,0.43333333333333335,0.5055555555555555
36,0.4722222222222222,0.5944444444444444,0.5944444444444444,0.6055555555555555,0.37777777777777777,0.5
37,0.45,0.5666666666666667,0.5777777777777777,0.5833333333333334,0.25555555555555554,0.5
38,0.4388888888888889,0.5555555555555556,0.5777777777777777,0.6,0.3888888888888889,0.49444444444444446
39,0.48333333333333334,0.5666666666666667,0.5833333333333334,0.6055555555555555,0.37777777777777777,0.48333333333333334
40,0.4388888888888889,0.5777777777777777,0.6166666666666667,0.6,0.36666666666666664,0.5111111111111111
41,0.5333333333333333,0.6166666666666667,0.65,0.6,0.4222222222222222,0.5055555555555555
42,0.43333333333333335,0.5833333333333334,0.6277777777777778,0.6,0.4166666666666667,0.5111111111111111
43,0.4166666666666667,0.5833333333333334,0.5944444444444444,0.5777777777777777,0.4722222222222222,0.5222222222222223
44,0.46111111111111114,0.5833333333333334,0.5944444444444444,0.6,0.4,0.5277777777777778
45,0.42777777777777776,0.5888888888888889,0.6111111111111112,0.5611111111111111,0.37777777777777777,0.5055555555555555
46,0.5277777777777778,0.5611111111111111,0.6166666666666667,0.6111111111111112,0.5055555555555555,0.5055555555555555
47,0.4777777777777778,0.6,0.6333333333333333,0.5722222222222222,0.38333333333333336,0.49444444444444446
48,0.5,0.5555555555555556,0.5777777777777777,0.6,0.4111111111111111,0.5055555555555555
49,0.5611111111111111,0.55,0.6,0.5777777777777777,0.38333333333333336,0.5055555555555555
