,Gender,Age,Left ear/Right ear,Days from onset to treatment(absolute),days from onset to treatment (categorized),Vertigo,Ear blockage,Tinnitus,Hypertension,Diabetes,Tinnitus history,Hearing loss history,White blood cells,Hemoglobin,Platelet,Fibrinogen,Cholesterol,Height,Weight,BMI,Mean hearing threshold (affected side),WHO classify (affected side),Curve type (affected side),Mean hearing threshold (contralateral),WHO classify (contralateral),Curve type (contralateral),loudness recruitment(affected side),ABR,DPOAE response,target
0,0.009271872174963067,0.07777646877383694,0.009936766468727742,0.10414269122571702,0.061827883984524774,0.009089416413220638,0.01010583385053841,0.007532455313395748,0.00958096877265154,0.005434586310799732,0.0029518994771726057,0.009663354286509763,0.05906742278396362,0.048707745247875946,0.05576014899447104,0.06158598330808246,0.0694092768704952,0.04675505588892804,0.051447928960904506,0.06384893648830482,0.06351710414180706,0.021454860868467034,0.028669125033285295,0.05726002497408199,0.013940413139698373,0.012339111649166318,0.009633104420608331,0.006624973374330591,0.012664586803471347,minor
1,0.008131518378880858,0.07417808131010868,0.009538185733980808,0.10116403983382244,0.06379644835942438,0.013242630305574713,0.01355332479815909,0.010294748364686118,0.006452661067412713,0.006066765688933299,0.0035626857379885205,0.008983339215679089,0.0568661426986892,0.049144133597342925,0.06853931510753507,0.059270614128578154,0.06477053941056303,0.05016549614841874,0.05488427235555834,0.06280407206897441,0.05497515782884803,0.018830455015221008,0.02029800017721945,0.05924213227247418,0.01703925916560141,0.010933984412957589,0.008146302504749875,0.006736393918754945,0.0183893003938629,minor
2,0.008555866554316881,0.06839583299963203,0.008972640983090644,0.0987072236247401,0.05280732633679052,0.007446041352347643,0.007387291086802028,0.008265456043143271,0.005255913064106875,0.007767716500205575,0.00216377524807367,0.0149250709213263,0.055186907703942065,0.05238736956473786,0.057120981123830336,0.06691657295395789,0.07058491810617613,0.052797811486924216,0.05661888580279296,0.06905847192785174,0.06457128730626947,0.021417388845607278,0.024902376382750634,0.055350446477601886,0.016373774972348466,0.01017794704327126,0.008881571334605603,0.007555463166415642,0.019447671086341038,minor
3,0.00874696403369339,0.06626601531874891,0.008821583788519553,0.10405697968402951,0.06732350856998662,0.00798817843203802,0.012949711860991468,0.009671500537633496,0.008486133935638,0.007322734050283124,0.0022722184563418535,0.006134863652934397,0.05701628124980679,0.05446115616926472,0.06494568395574737,0.05922548334185091,0.06868847205897116,0.045728220477392,0.05915420157722677,0.06993654346794705,0.0563842684996363,0.019602512028936044,0.023227439871640755,0.05584989168998462,0.015243706980364716,0.011139383679692494,0.008812182299037843,0.006511833849193747,0.014032346482468545,minor
4,0.008737872005955431,0.06650390871679786,0.011833899561780504,0.09372305891238344,0.05950161009276598,0.009616902079285164,0.009898945720910967,0.007944183052276578,0.00837242593765017,0.009686265694392057,0.0032854223764409596,0.015296413896092856,0.06287127547688551,0.05047836525523824,0.06030502572258181,0.06574244272067024,0.07296344675999977,0.05036162375712501,0.0551820040515429,0.05818217701428438,0.059623420953617466,0.022394415282601148,0.022865536793658874,0.054172449728253136,0.01571499544268152,0.010589855879506142,0.011443228397990496,0.006867101232020502,0.01584172748461088,minor
5,0.01178752641160695,0.06699187257967074,0.00848550520714803,0.1195427241135153,0.06912593136486665,0.007803707586190062,0.010669299776245686,0.004960556756051575,0.01160115577692263,0.008600582981348732,0.0015005025027779175,0.005316761134845912,0.05179709539521324,0.04813341130577299,0.06535035733374768,0.06686601618246506,0.06274556500445422,0.051085986416568634,0.056035762506897936,0.06170567194644128,0.059417119352887245,0.01997852308546699,0.019976341798842584,0.05352293805442841,0.013624284692427257,0.01290661361855773,0.009893173416893176,0.00735336546061014,0.013221648237135127,minor
6,0.008200648454739768,0.08030810073088637,0.008273344392341184,0.11749183113606049,0.08210650732892888,0.009738350333699786,0.008436804972132173,0.007551703358206689,0.007820409155067824,0.008164966812848349,0.0041337743224254915,0.008055506153270338,0.05614408333158835,0.0463709596194402,0.05609036400049576,0.06626982205914804,0.06838145487400175,0.056923945866163915,0.05601177563405747,0.05492126915482618,0.051720122949714724,0.014758394429868189,0.015910589642104758,0.04943930942600022,0.01068791356647945,0.010024563891640555,0.007341914143848843,0.0063549666629170295,0.022366603597097186,minor
7,0.00850953223615437,0.06734678231086201,0.00972639794523338,0.09896245603968432,0.052382091301724214,0.011406143433684998,0.01179427082427414,0.006856455905800474,0.010830821444277527,0.009383817649924839,0.004809605777466068,0.011301526606330943,0.06623891907249023,0.05359950732366955,0.07908202147020894,0.062401424211895616,0.07110968302650668,0.052545559657873366,0.053739168164908827,0.06101813846179534,0.052925740977092434,0.018995417136931245,0.01951049401770448,0.05202615067335418,0.013393816696586732,0.011267506572586709,0.009149347733200834,0.008228972086807493,0.01145823124096987,minor
8,0.008238910311667862,0.07149834324184114,0.008481596968169402,0.10173626302145881,0.06260773858279457,0.008553548251243815,0.009008782007399298,0.007219407801379178,0.00623538245765511,0.005883674882544234,0.0036871915385595757,0.012245443516296126,0.060592597055031436,0.053858423364366526,0.06366237818760538,0.07453973140119212,0.06943937234888659,0.05262746975098976,0.05645391043345148,0.06592598872450998,0.05086945983353176,0.01699678002145597,0.022135654537628065,0.05144806419951602,0.012595161429112916,0.011980435309337173,0.007785512980048764,0.006894432435384848,0.016798345406942135,minor
9,0.008895797174292066,0.06845806533266983,0.007861787142215491,0.10255820689824768,0.06436082235373503,0.008053219397106959,0.011519473369647445,0.007492329669338869,0.007033412537164269,0.009811342928966215,0.0033798481620422056,0.016885784959033805,0.060047706362671364,0.04809855697231324,0.052294987552968485,0.06255372823516234,0.06944455499068851,0.05091173047261122,0.05481468571616754,0.06812540989877924,0.06236738578472518,0.02187270348033828,0.02248357190630268,0.05204507343142319,0.014105465780166995,0.0114039397013355,0.008670687589232843,0.009357715266190053,0.015092006934463451,minor
