,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier,SupervisedDBNClassification,SVC
0,0.7454545454545455,0.6909090909090909,0.6909090909090909,0.6636363636363637,0.6181818181818182,0.6181818181818182
1,0.7090909090909091,0.6545454545454545,0.7,0.6818181818181818,0.6090909090909091,0.6090909090909091
2,0.6727272727272727,0.7090909090909091,0.7636363636363637,0.7818181818181819,0.6181818181818182,0.6181818181818182
3,0.7090909090909091,0.7090909090909091,0.7545454545454545,0.7,0.6090909090909091,0.6090909090909091
4,0.6909090909090909,0.6909090909090909,0.7363636363636363,0.7636363636363637,0.6181818181818182,0.6181818181818182
5,0.6727272727272727,0.6727272727272727,0.7727272727272727,0.7636363636363637,0.6545454545454545,0.6545454545454545
6,0.6454545454545455,0.6818181818181818,0.6727272727272727,0.7363636363636363,0.6454545454545455,0.6454545454545455
7,0.6545454545454545,0.7454545454545455,0.7818181818181819,0.7181818181818181,0.6272727272727273,0.6272727272727273
8,0.7,0.7363636363636363,0.7363636363636363,0.7090909090909091,0.6636363636363637,0.6636363636363637
9,0.5818181818181818,0.6363636363636364,0.7090909090909091,0.6909090909090909,0.6181818181818182,0.6181818181818182
10,0.6636363636363637,0.7,0.7272727272727273,0.6909090909090909,0.6818181818181818,0.6818181818181818
11,0.6636363636363637,0.7181818181818181,0.7181818181818181,0.7272727272727273,0.6454545454545455,0.6454545454545455
12,0.6181818181818182,0.7,0.6636363636363637,0.7,0.6454545454545455,0.6454545454545455
13,0.6272727272727273,0.6272727272727273,0.6727272727272727,0.6909090909090909,0.6090909090909091,0.6090909090909091
14,0.7,0.7090909090909091,0.6909090909090909,0.6727272727272727,0.6363636363636364,0.6363636363636364
15,0.5909090909090909,0.6272727272727273,0.6363636363636364,0.6454545454545455,0.6090909090909091,0.6090909090909091
16,0.6363636363636364,0.7636363636363637,0.7545454545454545,0.7363636363636363,0.7181818181818181,0.7181818181818181
17,0.7,0.6727272727272727,0.7636363636363637,0.7363636363636363,0.6272727272727273,0.6272727272727273
18,0.7636363636363637,0.7272727272727273,0.7727272727272727,0.7818181818181819,0.6454545454545455,0.6454545454545455
19,0.6090909090909091,0.6636363636363637,0.7,0.7454545454545455,0.6090909090909091,0.6090909090909091
20,0.6727272727272727,0.6454545454545455,0.7090909090909091,0.7,0.6545454545454545,0.6545454545454545
21,0.6545454545454545,0.6636363636363637,0.7181818181818181,0.6727272727272727,0.7,0.7
22,0.6909090909090909,0.7181818181818181,0.7090909090909091,0.6818181818181818,0.6181818181818182,0.6181818181818182
23,0.6727272727272727,0.6363636363636364,0.6363636363636364,0.7,0.5909090909090909,0.5909090909090909
24,0.7181818181818181,0.6818181818181818,0.7,0.7090909090909091,0.6181818181818182,0.6181818181818182
25,0.6,0.6363636363636364,0.6636363636363637,0.7090909090909091,0.6727272727272727,0.6727272727272727
26,0.6636363636363637,0.6909090909090909,0.7,0.6818181818181818,0.5909090909090909,0.5909090909090909
27,0.6636363636363637,0.6818181818181818,0.7,0.7363636363636363,0.6545454545454545,0.6545454545454545
28,0.7090909090909091,0.7181818181818181,0.7272727272727273,0.7363636363636363,0.6090909090909091,0.6090909090909091
29,0.7363636363636363,0.6545454545454545,0.6909090909090909,0.7090909090909091,0.5818181818181818,0.5818181818181818
30,0.7,0.7,0.7090909090909091,0.6909090909090909,0.5909090909090909,0.5909090909090909
31,0.6636363636363637,0.7,0.6818181818181818,0.7363636363636363,0.5909090909090909,0.5909090909090909
32,0.7272727272727273,0.7454545454545455,0.7272727272727273,0.6818181818181818,0.6818181818181818,0.6818181818181818
33,0.6272727272727273,0.6727272727272727,0.7272727272727273,0.7363636363636363,0.6545454545454545,0.6545454545454545
34,0.6727272727272727,0.7181818181818181,0.6818181818181818,0.6636363636363637,0.6545454545454545,0.6545454545454545
35,0.7090909090909091,0.6727272727272727,0.6909090909090909,0.7090909090909091,0.6363636363636364,0.6363636363636364
36,0.6272727272727273,0.6727272727272727,0.7090909090909091,0.6909090909090909,0.7272727272727273,0.7272727272727273
37,0.6909090909090909,0.7545454545454545,0.6909090909090909,0.7727272727272727,0.6454545454545455,0.6454545454545455
38,0.7363636363636363,0.7090909090909091,0.7909090909090909,0.7727272727272727,0.6363636363636364,0.6363636363636364
39,0.7363636363636363,0.6545454545454545,0.7272727272727273,0.6727272727272727,0.6,0.6
40,0.6727272727272727,0.6818181818181818,0.6909090909090909,0.6636363636363637,0.6545454545454545,0.6545454545454545
41,0.6272727272727273,0.6181818181818182,0.6272727272727273,0.6636363636363637,0.6181818181818182,0.6181818181818182
42,0.6545454545454545,0.6636363636363637,0.7181818181818181,0.7181818181818181,0.6363636363636364,0.6363636363636364
43,0.6636363636363637,0.7272727272727273,0.7181818181818181,0.7272727272727273,0.6909090909090909,0.6909090909090909
44,0.7363636363636363,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.6818181818181818,0.6818181818181818
45,0.7181818181818181,0.6636363636363637,0.6727272727272727,0.6454545454545455,0.5909090909090909,0.5909090909090909
46,0.7181818181818181,0.7454545454545455,0.7,0.7272727272727273,0.5818181818181818,0.5818181818181818
47,0.6545454545454545,0.6545454545454545,0.6636363636363637,0.6909090909090909,0.6454545454545455,0.6454545454545455
48,0.6363636363636364,0.6363636363636364,0.6909090909090909,0.6909090909090909,0.6818181818181818,0.6818181818181818
49,0.6727272727272727,0.7181818181818181,0.6909090909090909,0.7,0.6181818181818182,0.6181818181818182
