,sex,age,ear,day of onset,time of onset,vertigo,ear blockage,tinnitus,hypertension,diabetes,tinnitus history,hearing loss history,white blood cells,hemoglobin,platelet,fibrinogen,cholesterol,height,weight,BMI,mean hearing threshold(affected side),curve type(affected side),mean hearing threshold(contralateral),curve type(contralateral),revive(affected side),ABR,otoacoustic emission (500-6000Hz),target
0,0.008107210003788248,0.0779680258456788,0.008290819513036514,0.1086127848179918,0.06284049732137281,0.00927247100112672,0.009494281110395995,0.006196981330877434,0.011662484483397285,0.005660439093224407,0.004928047637634039,0.004733319383806737,0.05849927814177671,0.05548153689137077,0.06599419330673108,0.06113699172403374,0.06515019673923197,0.057711747661805715,0.060942049392382486,0.06410017799175277,0.05975518364097214,0.0223037382039114,0.05489687779228251,0.016394701123483704,0.01041421644473276,0.010427015004923552,0.019024734398277964,effective
1,0.010214065552829148,0.07163397609923314,0.012560909010150145,0.08940120410528916,0.05803363437678952,0.011219251745329393,0.007683249180005847,0.008969901932332573,0.0094231306456665,0.007676858279957184,0.0038617063564616192,0.008133461442725585,0.060843823150025844,0.06251774896704082,0.06038263416556047,0.06719232397682989,0.06786077985243363,0.05547346289733438,0.06449831451938061,0.06780830783877126,0.06458498296554031,0.017440276571676395,0.0542702088490795,0.015108066790102025,0.009470865872614203,0.010179640846486699,0.023557214010354058,effective
2,0.008381213119379687,0.07846304037511904,0.009416522752543354,0.10672151842113507,0.061355099858606765,0.013139738982217295,0.009742230702874466,0.004510039086565192,0.008351368241893167,0.008299734619304184,0.004777715932852544,0.005747814069736141,0.0574586912376884,0.05363667522732479,0.05221307169334595,0.0620922046373649,0.06360559177186047,0.05873905495775475,0.057017991343166236,0.05870905570278603,0.060401993519883644,0.017690550715475272,0.07220397509799224,0.015438373750517011,0.010910578015635141,0.015021775561869243,0.025954380605109097,effective
3,0.007781624483981059,0.07583471616556522,0.00819030746110673,0.12013111672750566,0.075621643154594,0.007734218723731292,0.009553990986233881,0.0049228223271928825,0.005812554609016509,0.00461219571933042,0.003968880503457166,0.006861920980657105,0.056068284222765837,0.06010851974799542,0.05920835898042289,0.06581784533293747,0.06510231520432902,0.05289996803737776,0.058054676612597535,0.06421176069481445,0.05020545240012348,0.015672758703633466,0.05782311465509115,0.014481817083058603,0.010514347173524376,0.011857736821482424,0.026947052487474227,effective
4,0.011301741122118632,0.07438286155308672,0.011806187975034724,0.10822759598845877,0.06804925717410218,0.012062375331246055,0.007207384511645804,0.0053935570323067426,0.009079611764030836,0.006768165773788708,0.0040333218659287596,0.009211324105439544,0.061139127222762164,0.059402986937002474,0.05732745613417459,0.056728233296884346,0.05887343167053497,0.05290648609051263,0.06253261396411783,0.06730828107407318,0.06396258454312014,0.01835056048330258,0.05531401260214713,0.011947449742649625,0.011224244286716537,0.013536049624627173,0.021923098130187276,effective
5,0.008656194040816198,0.08827416761340416,0.009882229185598834,0.08787302364217048,0.07946471776449142,0.011249522771247017,0.012369759805476993,0.005092194313175819,0.005426380471773126,0.005499670775327137,0.0034489700948686724,0.010151338044011304,0.057756272608652605,0.05466838692270266,0.06482951538448273,0.05821206320354428,0.05510180804665626,0.0484272722624636,0.0629823340513801,0.06811519931284787,0.059509885388942606,0.025753891122771336,0.057217485865884106,0.010573975629111429,0.00822610058128095,0.011579583935885741,0.02965805716103266,effective
6,0.009450452583117,0.06423391888218465,0.009665336818600056,0.09946896355551849,0.0774009798927915,0.007318806546867824,0.012602145505757263,0.010664497503379127,0.006636085397101626,0.006262055587916999,0.004144850130844736,0.019628995002695805,0.05411748638616303,0.05507548422257939,0.053099718347483386,0.06100188427297194,0.055454998279330876,0.05590712305813979,0.05601213703677077,0.07035660207757875,0.05529203441482599,0.02176626457115165,0.07285241630037088,0.01991901064698037,0.00913125141862215,0.012714716919681845,0.01982178464057418,effective
7,0.007430535132510915,0.07116361951127265,0.010313171214739271,0.11889718092260423,0.07065520813613484,0.009926920843406337,0.008111385954908908,0.00604826530799715,0.006174177903152465,0.007824501055637657,0.004562550299456701,0.011078671387346677,0.06618141204384725,0.04994329282225394,0.06088596905336284,0.06382220941294596,0.06321663422186273,0.04385793863987844,0.05789608286401664,0.060102912243464014,0.06436108941765695,0.0166095668372569,0.057666511103362204,0.016875885107786825,0.013357962998916544,0.013242560556705894,0.01979378500751508,effective
8,0.007689639414083983,0.07272587134225163,0.009908850034575348,0.11690435181532402,0.05504230738578676,0.0075975896008968835,0.010980534185852646,0.0074538977967671125,0.005344672006578292,0.006928360452906523,0.005834729397459921,0.011025320729444897,0.058176534638632094,0.05654521357984553,0.06403528885887896,0.06277516560458431,0.05972846161661193,0.04923611325733911,0.059163398227468196,0.06790129941673062,0.061347333267927955,0.01581999844798958,0.06628528983075423,0.014076217602509716,0.009115837300071343,0.008076559406763615,0.030281164781964832,effective
9,0.010956250379823064,0.08498413723765351,0.008277432921307466,0.10285933166344412,0.05478350885156253,0.009786868691420206,0.010683050132522045,0.004804079637903542,0.008931787171637062,0.006307110566384131,0.004740226344245396,0.010520015587050499,0.05877886159219206,0.054063671665237414,0.058977782707297324,0.06164634676195077,0.062465655444092515,0.04822808354055238,0.056058443194661266,0.06768121006921257,0.059273845000447335,0.017024454720387563,0.06507415019660996,0.01646981094001203,0.009646061281805613,0.015696782251111704,0.03128104144947598,effective
10,0.0070380864583986374,0.07362380066711627,0.011462007872222426,0.10937126695680638,0.058434701784040095,0.010650011388309668,0.00987455034863838,0.008817910815472263,0.01087758519197342,0.008403046734410165,0.004021163130536279,0.005565113201812213,0.06269760333107224,0.05078777512038339,0.060454203031907384,0.05503086551037137,0.06574466719984381,0.061041278464379796,0.07042422698350351,0.056540193775493484,0.06761162938199383,0.016936227815533653,0.05129832380684961,0.01524789558127248,0.01012084838589855,0.016996786366440548,0.020928230695320026,effective
11,0.006608254701531424,0.08055435768433448,0.008639028051471296,0.10748253445102843,0.09066403992708968,0.011542507736094039,0.0072298333862201615,0.006246325094595313,0.006367031006307661,0.005874502355715966,0.002969911622618161,0.005731145240234345,0.06172334510628666,0.04585519957187488,0.06776525105404939,0.06611649388667003,0.06405416160142464,0.04961552017470153,0.06146226838727558,0.05521780092788738,0.05472692032485407,0.014494057929039614,0.05680333402513365,0.013271593490105335,0.011122634558772859,0.013515427367824646,0.024346520336858912,effective
12,0.009103852279819764,0.0770652265890014,0.008217379378003079,0.09403751478116891,0.06916577843275634,0.011257601316038817,0.009404957473909991,0.007183933412604857,0.007334357994469879,0.007029574644861249,0.0037597339398504235,0.008223872420452366,0.056845443677655906,0.05553552351128095,0.06962619251202719,0.06326302216011742,0.06512532487853306,0.04994456796290398,0.06387472337251836,0.05944598028779603,0.05668419888488668,0.023274370982644444,0.05656146868917433,0.01581021050216334,0.008324473896158816,0.014164881215919807,0.029735834803282478,effective
13,0.010036970658138696,0.07563345071215741,0.010159567748449243,0.11774462821754428,0.06611265440534635,0.009705762582061104,0.008562415928130339,0.008615505073601322,0.007712442834356358,0.007350734949663444,0.006508357379663144,0.01112553524848887,0.05312582079880489,0.056292477721419834,0.05383602503863122,0.060445900222018845,0.05663697189826663,0.054591682351813386,0.06042708605512043,0.05721389028510601,0.0681223408675573,0.019136646843977385,0.059244942940808155,0.014511265620474102,0.0074691629811249,0.014798431882028165,0.024879328755248314,effective
14,0.009994608123494788,0.07878772989823378,0.01024494586246506,0.10561768165518019,0.07146851346822618,0.008788627739947102,0.010507151489717474,0.0048757941482271165,0.007709313376737397,0.007295961475446312,0.0038475779677657708,0.008109959335024746,0.048080944799136584,0.05836206384574629,0.0673334530910892,0.05930747520312509,0.062112323292284326,0.04335873383002411,0.05485463693490738,0.06157199434779231,0.057756571391786506,0.020607071939485702,0.059069907303228655,0.01747891035362018,0.009833750832545092,0.015614772924551079,0.03740952537021159,effective
15,0.007335196912902408,0.06466638783753317,0.008985193469835954,0.12790726667906374,0.058676029783467934,0.008695228438699982,0.01193052076770888,0.008908463087910446,0.008010853994825764,0.008517268973594498,0.004270829040261226,0.015175240011188558,0.0621504996573967,0.05266167347013491,0.06939906234385486,0.05933988160139317,0.05578707196021807,0.049481896341348384,0.058036894320572054,0.05732397985624884,0.05327644971083114,0.016249125474437562,0.06303067150598327,0.016993717916927283,0.013865298897198914,0.014621851526669482,0.024703446419792732,effective
16,0.009427344854795272,0.06860818260433117,0.010412575626428642,0.1069763360901092,0.061209448692547574,0.007557947538704238,0.01314648016032819,0.006703310463493375,0.013116881145665879,0.006003970320003545,0.003962741963713842,0.008799766150611777,0.05912218399721925,0.05374521876949924,0.06568407828752122,0.05865659215508779,0.05758009817101788,0.05572043751822232,0.06287372520041763,0.06751515005902513,0.05659580609038781,0.021015074026116166,0.0619306245732596,0.01755184927389628,0.010058265293206485,0.012671347435587614,0.023354563538802876,effective
17,0.009164473051812276,0.09052051597770394,0.008567111135662707,0.09256763711480628,0.07771570376794387,0.013624429262064856,0.00829001716744597,0.008022899653495506,0.012016805602769551,0.005112991552192534,0.0035065203900411608,0.009385174519646261,0.061789482033828905,0.05323229199826186,0.052158177943545846,0.0631170538353332,0.05220160679113747,0.05018839792023003,0.0588028410871884,0.06307382180212454,0.059769998967299266,0.019050912765104476,0.06418054372672438,0.015162767225525548,0.009433850848955849,0.010313359897951286,0.029030613961204134,effective
18,0.007558164579486417,0.08032468995450075,0.010500747697246942,0.11150154109174769,0.06438036513965152,0.00939699800406503,0.009412242363179757,0.008907504402080945,0.007088120251424659,0.005304945934194702,0.0034003010373150665,0.008757685667320683,0.05881412054589265,0.05378533534747667,0.06297327483437602,0.055218446849274155,0.06318431930706435,0.0464898112522258,0.053880600760316345,0.07196037428176695,0.061280034071947105,0.01908811452583952,0.06569613028104102,0.014141300292726009,0.010146953645767788,0.014355636189141738,0.022452241692929788,effective
19,0.007256046094617447,0.07316777258653671,0.009066390037720038,0.10435869001577155,0.0706481603184093,0.011003214118314314,0.0076161084504808105,0.005829339327152805,0.009164645500254379,0.009393872522281136,0.0025384111622668423,0.008421028020983145,0.05927750113571563,0.053797559118127246,0.06272698043896753,0.05597752572667134,0.06887547676279497,0.06073115925299272,0.06458847633495814,0.061344391589025826,0.058085194541981855,0.016308560225567183,0.05529570945774938,0.015523295667120355,0.010015440519484322,0.01968132763850484,0.01930772343555007,effective
20,0.008437944935904749,0.08437748415165933,0.008017011896418463,0.09540131822406163,0.06303921975889654,0.008841941571260701,0.00865515217073051,0.007412970514398638,0.0065438213534272805,0.0034804852707085677,0.006949156440482409,0.010619951248938378,0.055468861324109886,0.05729887276885811,0.06006131468189973,0.054928183940712715,0.06642152466607387,0.0532868850539062,0.05663556764368578,0.06323437085346162,0.06361643170509472,0.020309102597714665,0.07261166361596132,0.017018225850631733,0.009099266534960748,0.009267886497450037,0.028965384728591687,effective
21,0.008567281127017408,0.08808230712534697,0.00892885382866386,0.11149446554230137,0.06381005794151358,0.00876343162523755,0.010702015504548197,0.006978837145161635,0.00816051248742818,0.005470607656666152,0.0031157691874709654,0.004850881429882005,0.0620865897663552,0.050650148392605523,0.056553337922708724,0.05611890878035829,0.06229841653085151,0.051648977584686825,0.05678126891213586,0.06311648812517631,0.062111535194214064,0.017885578119355407,0.06803544531160165,0.018344021718118993,0.010517079720444869,0.013117020556343537,0.021810162763805287,effective
22,0.007798945223524165,0.0828678536302427,0.00931294032270975,0.09458403999135712,0.07050604652654444,0.008058604260223458,0.00867873848997047,0.006006688408184684,0.007936108737131598,0.007252424116566066,0.002674251916713079,0.013778616571897636,0.05980883036112297,0.055659455837771564,0.0666575818327746,0.05378387215013316,0.060870102564525415,0.06308438254815174,0.06247024759593108,0.061642822971669065,0.06399613385613144,0.0159260916170454,0.05405571205084637,0.013146698015311065,0.010454674350994135,0.011636550197724629,0.0273515858548022,effective
23,0.010825678990247016,0.07688223712214072,0.009771738402725126,0.10773225387816375,0.06356740544745777,0.009101277109331982,0.010075574109154167,0.007516839504108682,0.005986927488685292,0.007309944701088192,0.0032482247014104324,0.0103455913414201,0.06184806322602272,0.047372435301203095,0.06197735337886355,0.06197566897603303,0.05931595443379231,0.05531855122096187,0.055779059142941984,0.06253207482129759,0.055204888384168926,0.018644099806280286,0.06759681671845913,0.014809920512240941,0.012274870058887423,0.015027364847764964,0.027959186375149006,effective
24,0.007490874218553715,0.07799937164486537,0.007020637048717705,0.12888031153900054,0.06058089622219447,0.009283822895445314,0.008604757470848032,0.00770314002591219,0.0071487456536913525,0.007174347532875725,0.004546031816677582,0.008544574918097287,0.055405178828394915,0.05318849727899701,0.06248859151244604,0.05163999373172408,0.05942643027032096,0.05309692446476611,0.05843141121876003,0.06568881550815424,0.055798074443397516,0.018897195708964268,0.06560516904550309,0.011547036877164291,0.012202073868837125,0.014201258770277385,0.027405837485413764,effective
25,0.009171801160614635,0.0816574130321797,0.006816404949867434,0.1208482438024327,0.0786461187264343,0.01150076962468377,0.008163168604766975,0.005638428358984831,0.006669580855298467,0.00868992524420475,0.003464064977667386,0.007525152852802287,0.05574637550769326,0.05036498930604141,0.06014907147129799,0.05543603957976899,0.05591564927907342,0.051539398501289295,0.058702736995993605,0.076714546713647,0.05427714683146099,0.017605249038505865,0.056578616047854115,0.013298457816631996,0.010873162994813237,0.012492904080997146,0.02151458364499449,effective
26,0.009115035391751368,0.07057866988639458,0.008782976081779718,0.0955047251313536,0.06065935772396313,0.010465368963186112,0.010054183020998857,0.008720175580298094,0.007168502470395473,0.007748888448353402,0.0026218029040792727,0.014676988597825185,0.05678763336003716,0.05072499059408071,0.05700807813774697,0.07056868995920969,0.05719914639979517,0.05628661764630639,0.05809363079474684,0.07074513501092056,0.06418504510379545,0.02105702804632541,0.061055125492018573,0.015580292427990711,0.013032031124915489,0.014850643313662218,0.026729238388069853,effective
27,0.009660560837874838,0.0722489486353558,0.007390004558709446,0.10997813612442996,0.06264773490191015,0.008880410308078839,0.010185301481653789,0.009784740943041255,0.0068127057224200765,0.007804679160956692,0.00216752530668944,0.006934718963391692,0.06067094275753535,0.05455875345350149,0.0750211793188891,0.0512363682990467,0.06359499595739586,0.051626180618449945,0.0579474740243018,0.055485732193873455,0.05551711414973318,0.01713895694039753,0.07078027807899766,0.01744406627506288,0.010819489335040327,0.017682249937292758,0.025980751715969932,effective
28,0.00778997825568432,0.09772546089845,0.009188274263983703,0.09474908044140658,0.05235061208825206,0.009842498721766523,0.008282953530425302,0.008180378400201126,0.008851537666023347,0.005686669017957984,0.0038447627609888074,0.012047238872590073,0.06728692130333708,0.053930568275324574,0.06019546545826799,0.06250923073016901,0.06143428874675025,0.045713606902666265,0.05344025261609611,0.07625617679863622,0.06326259717670152,0.018139729793637694,0.05670404719405885,0.01682763393094043,0.008970587031451559,0.010757997836260455,0.02603145128797222,effective
