,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier
0,0.6,0.6818181818181818,0.7,0.6818181818181818
1,0.5727272727272728,0.6272727272727273,0.6090909090909091,0.7090909090909091
2,0.6090909090909091,0.6818181818181818,0.7272727272727273,0.6909090909090909
3,0.6363636363636364,0.6272727272727273,0.6636363636363637,0.6545454545454545
4,0.6090909090909091,0.7636363636363637,0.7454545454545455,0.7272727272727273
5,0.6363636363636364,0.7272727272727273,0.7181818181818181,0.6636363636363637
6,0.5727272727272728,0.6454545454545455,0.6727272727272727,0.6727272727272727
7,0.6727272727272727,0.7090909090909091,0.7090909090909091,0.7
8,0.6,0.6727272727272727,0.6636363636363637,0.7
9,0.5454545454545454,0.6454545454545455,0.6454545454545455,0.6272727272727273
10,0.5272727272727272,0.6181818181818182,0.6545454545454545,0.6363636363636364
11,0.6818181818181818,0.7,0.6909090909090909,0.6909090909090909
12,0.5636363636363636,0.6636363636363637,0.6454545454545455,0.6090909090909091
13,0.6,0.6,0.7363636363636363,0.7
14,0.6545454545454545,0.7090909090909091,0.7,0.6363636363636364
15,0.6454545454545455,0.6818181818181818,0.6727272727272727,0.7181818181818181
16,0.6,0.6636363636363637,0.6727272727272727,0.7363636363636363
17,0.6818181818181818,0.6818181818181818,0.7272727272727273,0.7090909090909091
18,0.6454545454545455,0.7454545454545455,0.7636363636363637,0.6909090909090909
19,0.6181818181818182,0.6818181818181818,0.7181818181818181,0.6636363636363637
20,0.6363636363636364,0.7090909090909091,0.7363636363636363,0.7090909090909091
21,0.5818181818181818,0.6090909090909091,0.7090909090909091,0.6545454545454545
22,0.6545454545454545,0.6454545454545455,0.6727272727272727,0.6545454545454545
23,0.5363636363636364,0.6545454545454545,0.6363636363636364,0.6727272727272727
24,0.5272727272727272,0.5727272727272728,0.6272727272727273,0.6
25,0.5545454545454546,0.6272727272727273,0.6727272727272727,0.6636363636363637
26,0.7181818181818181,0.6545454545454545,0.7,0.7
27,0.6181818181818182,0.6636363636363637,0.7272727272727273,0.7363636363636363
28,0.6363636363636364,0.6909090909090909,0.7181818181818181,0.7181818181818181
29,0.6545454545454545,0.7,0.6818181818181818,0.6636363636363637
30,0.7,0.6818181818181818,0.7090909090909091,0.6909090909090909
31,0.6545454545454545,0.7,0.6909090909090909,0.7181818181818181
32,0.5818181818181818,0.6181818181818182,0.6818181818181818,0.6363636363636364
33,0.6272727272727273,0.7,0.6818181818181818,0.6909090909090909
34,0.6090909090909091,0.6727272727272727,0.6454545454545455,0.6363636363636364
35,0.6,0.6636363636363637,0.6818181818181818,0.6818181818181818
36,0.6,0.6272727272727273,0.6454545454545455,0.6727272727272727
37,0.6909090909090909,0.6545454545454545,0.7090909090909091,0.7
38,0.5818181818181818,0.6909090909090909,0.6727272727272727,0.7272727272727273
39,0.5909090909090909,0.6909090909090909,0.7090909090909091,0.7363636363636363
40,0.6090909090909091,0.6181818181818182,0.6272727272727273,0.5727272727272728
41,0.5636363636363636,0.6363636363636364,0.509090909090909,0.6272727272727273
42,0.6272727272727273,0.6636363636363637,0.6727272727272727,0.6636363636363637
43,0.7,0.7090909090909091,0.7181818181818181,0.6727272727272727
44,0.6,0.6727272727272727,0.6818181818181818,0.6545454545454545
45,0.6272727272727273,0.6636363636363637,0.7090909090909091,0.6545454545454545
46,0.5454545454545454,0.6454545454545455,0.7454545454545455,0.7090909090909091
47,0.6272727272727273,0.6454545454545455,0.6363636363636364,0.6545454545454545
48,0.6181818181818182,0.6272727272727273,0.6454545454545455,0.6818181818181818
49,0.6545454545454545,0.7,0.6909090909090909,0.6909090909090909
