,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier
0,0.7454545454545455,0.6909090909090909,0.6909090909090909,0.6636363636363637
1,0.7090909090909091,0.6545454545454545,0.7,0.6818181818181818
2,0.6727272727272727,0.7090909090909091,0.7636363636363637,0.7818181818181819
3,0.7090909090909091,0.7090909090909091,0.7545454545454545,0.7
4,0.6909090909090909,0.6909090909090909,0.7363636363636363,0.7636363636363637
5,0.6727272727272727,0.6727272727272727,0.7727272727272727,0.7636363636363637
6,0.6454545454545455,0.6818181818181818,0.6727272727272727,0.7363636363636363
7,0.6545454545454545,0.7454545454545455,0.7818181818181819,0.7181818181818181
8,0.7,0.7363636363636363,0.7363636363636363,0.7090909090909091
9,0.5818181818181818,0.6363636363636364,0.7090909090909091,0.6909090909090909
10,0.6636363636363637,0.7,0.7272727272727273,0.6909090909090909
11,0.6636363636363637,0.7181818181818181,0.7181818181818181,0.7272727272727273
12,0.6181818181818182,0.7,0.6636363636363637,0.7
13,0.6272727272727273,0.6272727272727273,0.6727272727272727,0.6909090909090909
14,0.7,0.7090909090909091,0.6909090909090909,0.6727272727272727
15,0.5909090909090909,0.6272727272727273,0.6363636363636364,0.6454545454545455
16,0.6363636363636364,0.7636363636363637,0.7545454545454545,0.7363636363636363
17,0.7,0.6727272727272727,0.7636363636363637,0.7363636363636363
18,0.7636363636363637,0.7272727272727273,0.7727272727272727,0.7818181818181819
19,0.6090909090909091,0.6636363636363637,0.7,0.7454545454545455
20,0.6727272727272727,0.6454545454545455,0.7090909090909091,0.7
21,0.6545454545454545,0.6636363636363637,0.7181818181818181,0.6727272727272727
22,0.6909090909090909,0.7181818181818181,0.7090909090909091,0.6818181818181818
23,0.6727272727272727,0.6363636363636364,0.6363636363636364,0.7
24,0.7181818181818181,0.6818181818181818,0.7,0.7090909090909091
25,0.6,0.6363636363636364,0.6636363636363637,0.7090909090909091
26,0.6636363636363637,0.6909090909090909,0.7,0.6818181818181818
27,0.6636363636363637,0.6818181818181818,0.7,0.7363636363636363
28,0.7090909090909091,0.7181818181818181,0.7272727272727273,0.7363636363636363
29,0.7363636363636363,0.6545454545454545,0.6909090909090909,0.7090909090909091
30,0.7,0.7,0.7090909090909091,0.6909090909090909
31,0.6636363636363637,0.7,0.6818181818181818,0.7363636363636363
32,0.7272727272727273,0.7454545454545455,0.7272727272727273,0.6818181818181818
33,0.6272727272727273,0.6727272727272727,0.7272727272727273,0.7363636363636363
34,0.6727272727272727,0.7181818181818181,0.6818181818181818,0.6636363636363637
35,0.7090909090909091,0.6727272727272727,0.6909090909090909,0.7090909090909091
36,0.6272727272727273,0.6727272727272727,0.7090909090909091,0.6909090909090909
37,0.6909090909090909,0.7545454545454545,0.6909090909090909,0.7727272727272727
38,0.7363636363636363,0.7090909090909091,0.7909090909090909,0.7727272727272727
39,0.7363636363636363,0.6545454545454545,0.7272727272727273,0.6727272727272727
40,0.6727272727272727,0.6818181818181818,0.6909090909090909,0.6636363636363637
41,0.6272727272727273,0.6181818181818182,0.6272727272727273,0.6636363636363637
42,0.6545454545454545,0.6636363636363637,0.7181818181818181,0.7181818181818181
43,0.6636363636363637,0.7272727272727273,0.7181818181818181,0.7272727272727273
44,0.7363636363636363,0.7272727272727273,0.7727272727272727,0.7727272727272727
45,0.7181818181818181,0.6636363636363637,0.6727272727272727,0.6454545454545455
46,0.7181818181818181,0.7454545454545455,0.7,0.7272727272727273
47,0.6545454545454545,0.6545454545454545,0.6636363636363637,0.6909090909090909
48,0.6363636363636364,0.6363636363636364,0.6909090909090909,0.6909090909090909
49,0.6727272727272727,0.7181818181818181,0.6909090909090909,0.7
