,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier
0,0.7909090909090909,0.8181818181818182,0.8090909090909091,0.8272727272727273
1,0.8,0.8272727272727273,0.8,0.7818181818181819
2,0.7909090909090909,0.8363636363636363,0.7909090909090909,0.8363636363636363
3,0.6909090909090909,0.8090909090909091,0.8181818181818182,0.8181818181818182
4,0.8090909090909091,0.8636363636363636,0.8727272727272727,0.8636363636363636
5,0.8272727272727273,0.8545454545454545,0.8545454545454545,0.8545454545454545
6,0.7727272727272727,0.8454545454545455,0.8181818181818182,0.8
7,0.7818181818181819,0.7909090909090909,0.8363636363636363,0.8090909090909091
8,0.8363636363636363,0.7909090909090909,0.8,0.8
9,0.7454545454545455,0.7818181818181819,0.7727272727272727,0.7727272727272727
10,0.7545454545454545,0.8090909090909091,0.8727272727272727,0.8272727272727273
11,0.7363636363636363,0.8181818181818182,0.8181818181818182,0.8090909090909091
12,0.7272727272727273,0.7727272727272727,0.8090909090909091,0.7909090909090909
13,0.7727272727272727,0.8363636363636363,0.8,0.8181818181818182
14,0.8090909090909091,0.8363636363636363,0.8272727272727273,0.8
15,0.7272727272727273,0.7727272727272727,0.7636363636363637,0.7909090909090909
16,0.8,0.8545454545454545,0.8818181818181818,0.8818181818181818
17,0.8363636363636363,0.8272727272727273,0.8363636363636363,0.8454545454545455
18,0.8363636363636363,0.8454545454545455,0.8454545454545455,0.8363636363636363
19,0.8090909090909091,0.8,0.8090909090909091,0.8363636363636363
20,0.7181818181818181,0.7909090909090909,0.8363636363636363,0.8363636363636363
21,0.8363636363636363,0.8272727272727273,0.8181818181818182,0.7909090909090909
22,0.8545454545454545,0.8727272727272727,0.8363636363636363,0.8272727272727273
23,0.7454545454545455,0.8,0.7727272727272727,0.8090909090909091
24,0.7818181818181819,0.8090909090909091,0.8181818181818182,0.8272727272727273
25,0.8181818181818182,0.8090909090909091,0.7909090909090909,0.8363636363636363
26,0.7636363636363637,0.7727272727272727,0.7909090909090909,0.8
27,0.7909090909090909,0.8363636363636363,0.8181818181818182,0.8818181818181818
28,0.8363636363636363,0.8545454545454545,0.8454545454545455,0.8454545454545455
29,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8090909090909091
30,0.7818181818181819,0.7727272727272727,0.8090909090909091,0.8090909090909091
31,0.8272727272727273,0.7818181818181819,0.8181818181818182,0.8090909090909091
32,0.8272727272727273,0.8363636363636363,0.8454545454545455,0.8727272727272727
33,0.7909090909090909,0.8454545454545455,0.8272727272727273,0.8363636363636363
34,0.7909090909090909,0.7909090909090909,0.8181818181818182,0.8272727272727273
35,0.7545454545454545,0.7545454545454545,0.7727272727272727,0.8
36,0.7636363636363637,0.8090909090909091,0.7909090909090909,0.8272727272727273
37,0.7909090909090909,0.7818181818181819,0.7727272727272727,0.8
38,0.7909090909090909,0.7909090909090909,0.8363636363636363,0.8636363636363636
39,0.7636363636363637,0.7909090909090909,0.7818181818181819,0.7727272727272727
40,0.8,0.8272727272727273,0.8272727272727273,0.8363636363636363
41,0.7090909090909091,0.7727272727272727,0.7818181818181819,0.7636363636363637
42,0.8454545454545455,0.8090909090909091,0.8181818181818182,0.8272727272727273
43,0.8090909090909091,0.8454545454545455,0.8363636363636363,0.8363636363636363
44,0.8090909090909091,0.8454545454545455,0.8363636363636363,0.8181818181818182
45,0.7636363636363637,0.8181818181818182,0.8272727272727273,0.8272727272727273
46,0.8272727272727273,0.8545454545454545,0.8454545454545455,0.8454545454545455
47,0.6909090909090909,0.7727272727272727,0.8090909090909091,0.8090909090909091
48,0.7545454545454545,0.7818181818181819,0.7909090909090909,0.8
49,0.7181818181818181,0.8,0.7727272727272727,0.8181818181818182
